ST,CB,PB,GO,CA,Methodology,Rebal.
40,30,15,15,0,1-OFF,YES
40,30,15,15,0,DCA,NO
40,30,15,15,0,DCA,YES
40,30,15,10,5,1-OFF,NO
40,30,15,10,5,1-OFF,YES
40,30,15,10,5,DCA,NO
40,30,15,10,5,DCA,YES
40,30,15,5,10,1-OFF,NO
40,30,15,5,10,1-OFF,YES
40,30,15,5,10,DCA,NO
40,30,15,5,10,DCA,YES
40,30,15,0,15,1-OFF,NO
40,30,15,0,15,1-OFF,YES
40,30,15,0,15,DCA,NO
40,30,15,0,15,DCA,YES
40,30,10,20,0,1-OFF,NO
40,30,10,20,0,1-OFF,YES
40,30,10,20,0,DCA,NO
40,30,10,20,0,DCA,YES
40,30,10,15,5,1-OFF,NO
40,30,10,15,5,1-OFF,YES
40,30,10,15,5,DCA,NO
40,30,10,15,5,DCA,YES
40,30,10,10,10,1-OFF,NO
40,30,10,10,10,1-OFF,YES
40,30,10,10,10,DCA,NO
40,30,10,10,10,DCA,YES
40,30,10,5,15,1-OFF,NO
40,30,10,5,15,1-OFF,YES
40,30,10,5,15,DCA,NO
40,30,10,5,15,DCA,YES
40,30,10,0,20,1-OFF,NO
40,30,10,0,20,1-OFF,YES
40,30,10,0,20,DCA,NO
40,30,10,0,20,DCA,YES
40,30,5,25,0,1-OFF,NO
40,30,5,25,0,1-OFF,YES
40,30,5,25,0,DCA,NO
40,30,5,25,0,DCA,YES
40,30,5,20,5,1-OFF,NO
40,30,5,20,5,1-OFF,YES
40,30,5,20,5,DCA,NO
40,30,5,20,5,DCA,YES
40,30,5,15,10,1-OFF,NO
40,30,5,15,10,1-OFF,YES
40,30,5,15,10,DCA,NO
40,30,5,15,10,DCA,YES
40,30,5,10,15,1-OFF,NO
40,30,5,10,15,1-OFF,YES
40,30,5,10,15,DCA,NO
40,30,5,10,15,DCA,YES
40,30,5,5,20,1-OFF,NO
40,30,5,5,20,1-OFF,YES
40,30,5,5,20,DCA,NO
40,30,5,5,20,DCA,YES
40,30,5,0,25,1-OFF,NO
40,30,5,0,25,1-OFF,YES
40,30,5,0,25,DCA,NO
40,30,5,0,25,DCA,YES
40,30,0,30,0,1-OFF,NO
40,30,0,30,0,1-OFF,YES
40,30,0,30,0,DCA,NO
40,30,0,30,0,DCA,YES
40,30,0,25,5,1-OFF,NO
40,30,0,25,5,1-OFF,YES
40,30,0,25,5,DCA,NO
40,30,0,25,5,DCA,YES
40,30,0,20,10,1-OFF,NO
40,30,0,20,10,1-OFF,YES
40,30,0,20,10,DCA,NO
40,30,0,20,10,DCA,YES
40,30,0,15,15,1-OFF,NO
40,30,0,15,15,1-OFF,YES
40,30,0,15,15,DCA,NO
40,30,0,15,15,DCA,YES
40,30,0,10,20,1-OFF,NO
40,30,0,10,20,1-OFF,YES
40,30,0,10,20,DCA,NO
40,30,0,10,20,DCA,YES
40,30,0,5,25,1-OFF,NO
40,30,0,5,25,1-OFF,YES
40,30,0,5,25,DCA,NO
40,30,0,5,25,DCA,YES
40,30,0,0,30,1-OFF,NO
40,30,0,0,30,1-OFF,YES
40,30,0,0,30,DCA,NO
40,30,0,0,30,DCA,YES
40,25,35,0,0,1-OFF,NO
40,25,35,0,0,1-OFF,YES
40,25,35,0,0,DCA,NO
40,25,35,0,0,DCA,YES
40,25,30,5,0,1-OFF,NO
40,25,30,5,0,1-OFF,YES
40,25,30,5,0,DCA,NO
40,25,30,5,0,DCA,YES
40,25,30,0,5,1-OFF,NO
40,25,30,0,5,1-OFF,YES
40,25,30,0,5,DCA,NO
40,25,30,0,5,DCA,YES
40,25,25,10,0,1-OFF,NO
40,25,25,10,0,1-OFF,YES
40,25,25,10,0,DCA,NO
40,25,25,10,0,DCA,YES
40,25,25,5,5,1-OFF,NO
40,25,25,5,5,1-OFF,YES
40,25,25,5,5,DCA,NO
40,25,25,5,5,DCA,YES
40,25,25,0,10,1-OFF,NO
40,25,25,0,10,1-OFF,YES
40,25,25,0,10,DCA,NO
40,25,25,0,10,DCA,YES
40,25,20,15,0,1-OFF,NO
40,25,20,15,0,1-OFF,YES
40,25,20,15,0,DCA,NO
40,25,20,15,0,DCA,YES
40,25,20,10,5,1-OFF,NO
40,25,20,10,5,1-OFF,YES
40,25,20,10,5,DCA,NO
40,25,20,10,5,DCA,YES
40,25,20,5,10,1-OFF,NO
40,25,20,5,10,1-OFF,YES
40,25,20,5,10,DCA,NO
40,25,20,5,10,DCA,YES
40,25,20,0,15,1-OFF,NO
40,25,20,0,15,1-OFF,YES
40,25,20,0,15,DCA,NO
40,25,20,0,15,DCA,YES
40,25,15,20,0,1-OFF,NO
40,25,15,20,0,1-OFF,YES
40,25,15,20,0,DCA,NO
40,25,15,20,0,DCA,YES
40,25,15,15,5,1-OFF,NO
40,25,15,15,5,1-OFF,YES
40,25,15,15,5,DCA,NO
40,25,15,15,5,DCA,YES
40,25,15,10,10,1-OFF,NO
40,25,15,10,10,1-OFF,YES
40,25,15,10,10,DCA,NO
40,25,15,10,10,DCA,YES
40,25,15,5,15,1-OFF,NO
40,25,15,5,15,1-OFF,YES
40,25,15,5,15,DCA,NO
40,25,15,5,15,DCA,YES
40,25,15,0,20,1-OFF,NO
40,25,15,0,20,1-OFF,YES
40,25,15,0,20,DCA,NO
40,25,15,0,20,DCA,YES
40,25,10,25,0,1-OFF,NO
40,25,10,25,0,1-OFF,YES
40,25,10,25,0,DCA,NO
40,25,10,25,0,DCA,YES
40,25,10,20,5,1-OFF,NO
40,25,10,20,5,1-OFF,YES
40,25,10,20,5,DCA,NO
40,25,10,20,5,DCA,YES
40,25,10,15,10,1-OFF,NO
40,25,10,15,10,1-OFF,YES
40,25,10,15,10,DCA,NO
40,25,10,15,10,DCA,YES
40,25,10,10,15,1-OFF,NO
40,25,10,10,15,1-OFF,YES
40,25,10,10,15,DCA,NO
40,25,10,10,15,DCA,YES
40,25,10,5,20,1-OFF,NO
40,25,10,5,20,1-OFF,YES
40,25,10,5,20,DCA,NO
40,25,10,5,20,DCA,YES
40,25,10,0,25,1-OFF,NO
40,25,10,0,25,1-OFF,YES
40,25,10,0,25,DCA,NO
40,25,10,0,25,DCA,YES
40,25,5,30,0,1-OFF,NO
40,25,5,30,0,1-OFF,YES
40,25,5,30,0,DCA,NO
40,25,5,30,0,DCA,YES
40,25,5,25,5,1-OFF,NO
40,25,5,25,5,1-OFF,YES
40,25,5,25,5,DCA,NO
40,25,5,25,5,DCA,YES
40,25,5,20,10,1-OFF,NO
40,25,5,20,10,1-OFF,YES
40,25,5,20,10,DCA,NO
40,25,5,20,10,DCA,YES
40,25,5,15,15,1-OFF,NO
40,25,5,15,15,1-OFF,YES
40,25,5,15,15,DCA,NO
40,25,5,15,15,DCA,YES
40,25,5,10,20,1-OFF,NO
40,25,5,10,20,1-OFF,YES
40,25,5,10,20,DCA,NO
40,25,5,10,20,DCA,YES
40,25,5,5,25,1-OFF,NO
40,25,5,5,25,1-OFF,YES
40,25,5,5,25,DCA,NO
40,25,5,5,25,DCA,YES
40,25,5,0,30,1-OFF,NO
40,25,5,0,30,1-OFF,YES
40,25,5,0,30,DCA,NO
40,25,5,0,30,DCA,YES
40,25,0,35,0,1-OFF,NO
40,25,0,35,0,1-OFF,YES
40,25,0,35,0,DCA,NO
40,25,0,35,0,DCA,YES
40,25,0,30,5,1-OFF,NO
40,25,0,30,5,1-OFF,YES
40,25,0,30,5,DCA,NO
40,25,0,30,5,DCA,YES
40,25,0,25,10,1-OFF,NO
40,25,0,25,10,1-OFF,YES
40,25,0,25,10,DCA,NO
40,25,0,25,10,DCA,YES
40,25,0,20,15,1-OFF,NO
40,25,0,20,15,1-OFF,YES
40,25,0,20,15,DCA,NO
40,25,0,20,15,DCA,YES
40,25,0,15,20,1-OFF,NO
40,25,0,15,20,1-OFF,YES
40,25,0,15,20,DCA,NO
40,25,0,15,20,DCA,YES
40,25,0,10,25,1-OFF,NO
40,25,0,10,25,1-OFF,YES
40,25,0,10,25,DCA,NO
40,25,0,10,25,DCA,YES
40,25,0,5,30,1-OFF,NO
40,25,0,5,30,1-OFF,YES
40,25,0,5,30,DCA,NO
40,25,0,5,30,DCA,YES
40,25,0,0,35,1-OFF,NO
40,25,0,0,35,1-OFF,YES
40,25,0,0,35,DCA,NO
40,25,0,0,35,DCA,YES
40,20,40,0,0,1-OFF,NO
40,20,40,0,0,1-OFF,YES
40,20,40,0,0,DCA,NO
40,20,40,0,0,DCA,YES
40,20,35,5,0,1-OFF,NO
40,20,35,5,0,1-OFF,YES
40,20,35,5,0,DCA,NO
40,20,35,5,0,DCA,YES
40,20,35,0,5,1-OFF,NO
40,20,35,0,5,1-OFF,YES
40,20,35,0,5,DCA,NO
40,20,35,0,5,DCA,YES
40,20,30,10,0,1-OFF,NO
40,20,30,10,0,1-OFF,YES
40,20,30,10,0,DCA,NO
40,20,30,10,0,DCA,YES
40,20,30,5,5,1-OFF,NO
40,20,30,5,5,1-OFF,YES
40,20,30,5,5,DCA,NO
40,20,30,5,5,DCA,YES
40,20,30,0,10,1-OFF,NO
40,20,30,0,10,1-OFF,YES
40,20,30,0,10,DCA,NO
40,20,30,0,10,DCA,YES
40,20,25,15,0,1-OFF,NO
40,20,25,15,0,1-OFF,YES
40,20,25,15,0,DCA,NO
40,20,25,15,0,DCA,YES
40,20,25,10,5,1-OFF,NO
40,20,25,10,5,1-OFF,YES
40,20,25,10,5,DCA,NO
40,20,25,10,5,DCA,YES
40,20,25,5,10,1-OFF,NO
40,20,25,5,10,1-OFF,YES
40,20,25,5,10,DCA,NO
40,20,25,5,10,DCA,YES
40,20,25,0,15,1-OFF,NO
40,20,25,0,15,1-OFF,YES
40,20,25,0,15,DCA,NO
40,20,25,0,15,DCA,YES
40,20,20,20,0,1-OFF,NO
40,20,20,20,0,1-OFF,YES
40,20,20,20,0,DCA,NO
40,20,20,20,0,DCA,YES
40,20,20,15,5,1-OFF,NO
40,20,20,15,5,1-OFF,YES
40,20,20,15,5,DCA,NO
40,20,20,15,5,DCA,YES
40,20,20,10,10,1-OFF,NO
40,20,20,10,10,1-OFF,YES
40,20,20,10,10,DCA,NO
40,20,20,10,10,DCA,YES
40,20,20,5,15,1-OFF,NO
40,20,20,5,15,1-OFF,YES
40,20,20,5,15,DCA,NO
40,20,20,5,15,DCA,YES
40,20,20,0,20,1-OFF,NO
40,20,20,0,20,1-OFF,YES
40,20,20,0,20,DCA,NO
40,20,20,0,20,DCA,YES
40,20,15,25,0,1-OFF,NO
40,20,15,25,0,1-OFF,YES
40,20,15,25,0,DCA,NO
40,20,15,25,0,DCA,YES
40,20,15,20,5,1-OFF,NO
40,20,15,20,5,1-OFF,YES
40,20,15,20,5,DCA,NO
40,20,15,20,5,DCA,YES
40,20,15,15,10,1-OFF,NO
40,20,15,15,10,1-OFF,YES
40,20,15,15,10,DCA,NO
40,20,15,15,10,DCA,YES
40,20,15,10,15,1-OFF,NO
40,20,15,10,15,1-OFF,YES
40,20,15,10,15,DCA,NO
40,20,15,10,15,DCA,YES
40,20,15,5,20,1-OFF,NO
40,20,15,5,20,1-OFF,YES
40,20,15,5,20,DCA,NO
40,20,15,5,20,DCA,YES
40,20,15,0,25,1-OFF,NO
40,20,15,0,25,1-OFF,YES
40,20,15,0,25,DCA,NO
40,20,15,0,25,DCA,YES
40,20,10,30,0,1-OFF,NO
40,20,10,30,0,1-OFF,YES
40,20,10,30,0,DCA,NO
40,20,10,30,0,DCA,YES
40,20,10,25,5,1-OFF,NO
40,20,10,25,5,1-OFF,YES
40,20,10,25,5,DCA,NO
40,20,10,25,5,DCA,YES
40,20,10,20,10,1-OFF,NO
40,20,10,20,10,1-OFF,YES
40,20,10,20,10,DCA,NO
40,20,10,20,10,DCA,YES
40,20,10,15,15,1-OFF,NO
40,20,10,15,15,1-OFF,YES
40,20,10,15,15,DCA,NO
40,20,10,15,15,DCA,YES
40,20,10,10,20,1-OFF,NO
40,20,10,10,20,1-OFF,YES
40,20,10,10,20,DCA,NO
40,20,10,10,20,DCA,YES
40,20,10,5,25,1-OFF,NO
40,20,10,5,25,1-OFF,YES
40,20,10,5,25,DCA,NO
40,20,10,5,25,DCA,YES
40,20,10,0,30,1-OFF,NO
40,20,10,0,30,1-OFF,YES
40,20,10,0,30,DCA,NO
40,20,10,0,30,DCA,YES
40,20,5,35,0,1-OFF,NO
40,20,5,35,0,1-OFF,YES
40,20,5,35,0,DCA,NO
40,20,5,35,0,DCA,YES
40,20,5,30,5,1-OFF,NO
40,20,5,30,5,1-OFF,YES
40,20,5,30,5,DCA,NO
40,20,5,30,5,DCA,YES
40,20,5,25,10,1-OFF,NO
40,20,5,25,10,1-OFF,YES
40,20,5,25,10,DCA,NO
40,20,5,25,10,DCA,YES
40,20,5,20,15,1-OFF,NO
40,20,5,20,15,1-OFF,YES
40,20,5,20,15,DCA,NO
40,20,5,20,15,DCA,YES
40,20,5,15,20,1-OFF,NO
40,20,5,15,20,1-OFF,YES
40,20,5,15,20,DCA,NO
40,20,5,15,20,DCA,YES
40,20,5,10,25,1-OFF,NO
40,20,5,10,25,1-OFF,YES
40,20,5,10,25,DCA,NO
40,20,5,10,25,DCA,YES
40,20,5,5,30,1-OFF,NO
40,20,5,5,30,1-OFF,YES
40,20,5,5,30,DCA,NO
40,20,5,5,30,DCA,YES
40,20,5,0,35,1-OFF,NO
40,20,5,0,35,1-OFF,YES
40,20,5,0,35,DCA,NO
40,20,5,0,35,DCA,YES
40,20,0,40,0,1-OFF,NO
40,20,0,40,0,1-OFF,YES
40,20,0,40,0,DCA,NO
40,20,0,40,0,DCA,YES
40,20,0,35,5,1-OFF,NO
40,20,0,35,5,1-OFF,YES
40,20,0,35,5,DCA,NO
40,20,0,35,5,DCA,YES
40,20,0,30,10,1-OFF,NO
40,20,0,30,10,1-OFF,YES
40,20,0,30,10,DCA,NO
40,20,0,30,10,DCA,YES
40,20,0,25,15,1-OFF,NO
40,20,0,25,15,1-OFF,YES
40,20,0,25,15,DCA,NO
40,20,0,25,15,DCA,YES
40,20,0,20,20,1-OFF,NO
40,20,0,20,20,1-OFF,YES
40,20,0,20,20,DCA,NO
40,20,0,20,20,DCA,YES
40,20,0,15,25,1-OFF,NO
40,20,0,15,25,1-OFF,YES
40,20,0,15,25,DCA,NO
40,20,0,15,25,DCA,YES
40,20,0,10,30,1-OFF,NO
40,20,0,10,30,1-OFF,YES
40,20,0,10,30,DCA,NO
40,20,0,10,30,DCA,YES
40,20,0,5,35,1-OFF,NO
40,20,0,5,35,1-OFF,YES
40,20,0,5,35,DCA,NO
40,20,0,5,35,DCA,YES
40,20,0,0,40,1-OFF,NO
40,20,0,0,40,1-OFF,YES
40,20,0,0,40,DCA,NO
40,20,0,0,40,DCA,YES
40,15,45,0,0,1-OFF,NO
40,15,45,0,0,1-OFF,YES
40,15,45,0,0,DCA,NO
40,15,45,0,0,DCA,YES
40,15,40,5,0,1-OFF,NO
40,15,40,5,0,1-OFF,YES
40,15,40,5,0,DCA,NO
40,15,40,5,0,DCA,YES
40,15,40,0,5,1-OFF,NO
40,15,40,0,5,1-OFF,YES
40,15,40,0,5,DCA,NO
40,15,40,0,5,DCA,YES
40,15,35,10,0,1-OFF,NO
40,15,35,10,0,1-OFF,YES
40,15,35,10,0,DCA,NO
40,15,35,10,0,DCA,YES
40,15,35,5,5,1-OFF,NO
40,15,35,5,5,1-OFF,YES
40,15,35,5,5,DCA,NO
40,15,35,5,5,DCA,YES
40,15,35,0,10,1-OFF,NO
40,15,35,0,10,1-OFF,YES
40,15,35,0,10,DCA,NO
40,15,35,0,10,DCA,YES
40,15,30,15,0,1-OFF,NO
40,15,30,15,0,1-OFF,YES
40,15,30,15,0,DCA,NO
40,15,30,15,0,DCA,YES
40,15,30,10,5,1-OFF,NO
40,15,30,10,5,1-OFF,YES
40,15,30,10,5,DCA,NO
40,15,30,10,5,DCA,YES
40,15,30,5,10,1-OFF,NO
40,15,30,5,10,1-OFF,YES
40,15,30,5,10,DCA,NO
40,15,30,5,10,DCA,YES
40,15,30,0,15,1-OFF,NO
40,15,30,0,15,1-OFF,YES
40,15,30,0,15,DCA,NO
40,15,30,0,15,DCA,YES
40,15,25,20,0,1-OFF,NO
40,15,25,20,0,1-OFF,YES
40,15,25,20,0,DCA,NO
40,15,25,20,0,DCA,YES
40,15,25,15,5,1-OFF,NO
40,15,25,15,5,1-OFF,YES
40,15,25,15,5,DCA,NO
40,15,25,15,5,DCA,YES
40,15,25,10,10,1-OFF,NO
40,15,25,10,10,1-OFF,YES
40,15,25,10,10,DCA,NO
40,15,25,10,10,DCA,YES
40,15,25,5,15,1-OFF,NO
40,15,25,5,15,1-OFF,YES
40,15,25,5,15,DCA,NO
40,15,25,5,15,DCA,YES
40,15,25,0,20,1-OFF,NO
40,15,25,0,20,1-OFF,YES
40,15,25,0,20,DCA,NO
40,15,25,0,20,DCA,YES
40,15,20,25,0,1-OFF,NO
40,15,20,25,0,1-OFF,YES
40,15,20,25,0,DCA,NO
40,15,20,25,0,DCA,YES
40,15,20,20,5,1-OFF,NO
40,15,20,20,5,1-OFF,YES
40,15,20,20,5,DCA,NO
40,15,20,20,5,DCA,YES
40,15,20,15,10,1-OFF,NO
40,15,20,15,10,1-OFF,YES
40,15,20,15,10,DCA,NO
40,15,20,15,10,DCA,YES
40,15,20,10,15,1-OFF,NO
40,15,20,10,15,1-OFF,YES
40,15,20,10,15,DCA,NO
40,15,20,10,15,DCA,YES
40,15,20,5,20,1-OFF,NO
40,15,20,5,20,1-OFF,YES
40,15,20,5,20,DCA,NO
40,15,20,5,20,DCA,YES
40,15,20,0,25,1-OFF,NO
40,15,20,0,25,1-OFF,YES
40,15,20,0,25,DCA,NO
40,15,20,0,25,DCA,YES
40,15,15,30,0,1-OFF,NO
40,15,15,30,0,1-OFF,YES
40,15,15,30,0,DCA,NO
40,15,15,30,0,DCA,YES
40,15,15,25,5,1-OFF,NO
40,15,15,25,5,1-OFF,YES
40,15,15,25,5,DCA,NO
40,15,15,25,5,DCA,YES
40,15,15,20,10,1-OFF,NO
40,15,15,20,10,1-OFF,YES
40,15,15,20,10,DCA,NO
40,15,15,20,10,DCA,YES
40,15,15,15,15,1-OFF,NO
40,15,15,15,15,1-OFF,YES
40,15,15,15,15,DCA,NO
40,15,15,15,15,DCA,YES
40,15,15,10,20,1-OFF,NO
40,15,15,10,20,1-OFF,YES
40,15,15,10,20,DCA,NO
40,15,15,10,20,DCA,YES
40,15,15,5,25,1-OFF,NO
40,15,15,5,25,1-OFF,YES
40,15,15,5,25,DCA,NO
40,15,15,5,25,DCA,YES
40,15,15,0,30,1-OFF,NO
40,15,15,0,30,1-OFF,YES
40,15,15,0,30,DCA,NO
40,15,15,0,30,DCA,YES
40,15,10,35,0,1-OFF,NO
40,15,10,35,0,1-OFF,YES
40,15,10,35,0,DCA,NO
40,15,10,35,0,DCA,YES
40,15,10,30,5,1-OFF,NO
40,15,10,30,5,1-OFF,YES
40,15,10,30,5,DCA,NO
40,15,10,30,5,DCA,YES
40,15,10,25,10,1-OFF,NO
40,15,10,25,10,1-OFF,YES
40,15,10,25,10,DCA,NO
40,15,10,25,10,DCA,YES
40,15,10,20,15,1-OFF,NO
40,15,10,20,15,1-OFF,YES
40,15,10,20,15,DCA,NO
40,15,10,20,15,DCA,YES
40,15,10,15,20,1-OFF,NO
40,15,10,15,20,1-OFF,YES
40,15,10,15,20,DCA,NO
40,15,10,15,20,DCA,YES
40,15,10,10,25,1-OFF,NO
40,15,10,10,25,1-OFF,YES
40,15,10,10,25,DCA,NO
40,15,10,10,25,DCA,YES
40,15,10,5,30,1-OFF,NO
40,15,10,5,30,1-OFF,YES
40,15,10,5,30,DCA,NO
40,15,10,5,30,DCA,YES
40,15,10,0,35,1-OFF,NO
40,15,10,0,35,1-OFF,YES
40,15,10,0,35,DCA,NO
40,15,10,0,35,DCA,YES
40,15,5,40,0,1-OFF,NO
40,15,5,40,0,1-OFF,YES
40,15,5,40,0,DCA,NO
40,15,5,40,0,DCA,YES
40,15,5,35,5,1-OFF,NO
40,15,5,35,5,1-OFF,YES
40,15,5,35,5,DCA,NO
40,15,5,35,5,DCA,YES
40,15,5,30,10,1-OFF,NO
40,15,5,30,10,1-OFF,YES
40,15,5,30,10,DCA,NO
40,15,5,30,10,DCA,YES
40,15,5,25,15,1-OFF,NO
40,15,5,25,15,1-OFF,YES
40,15,5,25,15,DCA,NO
40,15,5,25,15,DCA,YES
40,15,5,20,20,1-OFF,NO
40,15,5,20,20,1-OFF,YES
40,15,5,20,20,DCA,NO
40,15,5,20,20,DCA,YES
40,15,5,15,25,1-OFF,NO
40,15,5,15,25,1-OFF,YES
40,15,5,15,25,DCA,NO
40,15,5,15,25,DCA,YES
40,15,5,10,30,1-OFF,NO
40,15,5,10,30,1-OFF,YES
40,15,5,10,30,DCA,NO
40,15,5,10,30,DCA,YES
40,15,5,5,35,1-OFF,NO
40,15,5,5,35,1-OFF,YES
40,15,5,5,35,DCA,NO
40,15,5,5,35,DCA,YES
40,15,5,0,40,1-OFF,NO
40,15,5,0,40,1-OFF,YES
40,15,5,0,40,DCA,NO
40,15,5,0,40,DCA,YES
40,15,0,45,0,1-OFF,NO
40,15,0,45,0,1-OFF,YES
40,15,0,45,0,DCA,NO
40,15,0,45,0,DCA,YES
40,15,0,40,5,1-OFF,NO
40,15,0,40,5,1-OFF,YES
40,15,0,40,5,DCA,NO
40,15,0,40,5,DCA,YES
40,15,0,35,10,1-OFF,NO
40,15,0,35,10,1-OFF,YES
40,15,0,35,10,DCA,NO
40,15,0,35,10,DCA,YES
40,15,0,30,15,1-OFF,NO
40,15,0,30,15,1-OFF,YES
40,15,0,30,15,DCA,NO
40,15,0,30,15,DCA,YES
40,15,0,25,20,1-OFF,NO
40,15,0,25,20,1-OFF,YES
40,15,0,25,20,DCA,NO
40,15,0,25,20,DCA,YES
40,15,0,20,25,1-OFF,NO
40,15,0,20,25,1-OFF,YES
40,15,0,20,25,DCA,NO
40,15,0,20,25,DCA,YES
40,15,0,15,30,1-OFF,NO
40,15,0,15,30,1-OFF,YES
40,15,0,15,30,DCA,NO
40,15,0,15,30,DCA,YES
40,15,0,10,35,1-OFF,NO
40,15,0,10,35,1-OFF,YES
40,15,0,10,35,DCA,NO
40,15,0,10,35,DCA,YES
40,15,0,5,40,1-OFF,NO
40,15,0,5,40,1-OFF,YES
40,15,0,5,40,DCA,NO
40,15,0,5,40,DCA,YES
40,15,0,0,45,1-OFF,NO
40,15,0,0,45,1-OFF,YES
40,15,0,0,45,DCA,NO
40,15,0,0,45,DCA,YES
40,10,50,0,0,1-OFF,NO
40,10,50,0,0,1-OFF,YES
40,10,50,0,0,DCA,NO
40,10,50,0,0,DCA,YES
40,10,45,5,0,1-OFF,NO
40,10,45,5,0,1-OFF,YES
40,10,45,5,0,DCA,NO
40,10,45,5,0,DCA,YES
40,10,45,0,5,1-OFF,NO
40,10,45,0,5,1-OFF,YES
40,10,45,0,5,DCA,NO
40,10,45,0,5,DCA,YES
40,10,40,10,0,1-OFF,NO
40,10,40,10,0,1-OFF,YES
40,10,40,10,0,DCA,NO
40,10,40,10,0,DCA,YES
40,10,40,5,5,1-OFF,NO
40,10,40,5,5,1-OFF,YES
40,10,40,5,5,DCA,NO
40,10,40,5,5,DCA,YES
40,10,40,0,10,1-OFF,NO
40,10,40,0,10,1-OFF,YES
40,10,40,0,10,DCA,NO
40,10,40,0,10,DCA,YES
40,10,35,15,0,1-OFF,NO
40,10,35,15,0,1-OFF,YES
40,10,35,15,0,DCA,NO
40,10,35,15,0,DCA,YES
40,10,35,10,5,1-OFF,NO
40,10,35,10,5,1-OFF,YES
40,10,35,10,5,DCA,NO
40,10,35,10,5,DCA,YES
40,10,35,5,10,1-OFF,NO
40,10,35,5,10,1-OFF,YES
40,10,35,5,10,DCA,NO
40,10,35,5,10,DCA,YES
40,10,35,0,15,1-OFF,NO
40,10,35,0,15,1-OFF,YES
40,10,35,0,15,DCA,NO
40,10,35,0,15,DCA,YES
40,10,30,20,0,1-OFF,NO
40,10,30,20,0,1-OFF,YES
40,10,30,20,0,DCA,NO
40,10,30,20,0,DCA,YES
40,10,30,15,5,1-OFF,NO
40,10,30,15,5,1-OFF,YES
40,10,30,15,5,DCA,NO
40,10,30,15,5,DCA,YES
40,10,30,10,10,1-OFF,NO
40,10,30,10,10,1-OFF,YES
40,10,30,10,10,DCA,NO
40,10,30,10,10,DCA,YES
40,10,30,5,15,1-OFF,NO
40,10,30,5,15,1-OFF,YES
40,10,30,5,15,DCA,NO
40,10,30,5,15,DCA,YES
40,10,30,0,20,1-OFF,NO
40,10,30,0,20,1-OFF,YES
40,10,30,0,20,DCA,NO
40,10,30,0,20,DCA,YES
40,10,25,25,0,1-OFF,NO
40,10,25,25,0,1-OFF,YES
40,10,25,25,0,DCA,NO
40,10,25,25,0,DCA,YES
40,10,25,20,5,1-OFF,NO
40,10,25,20,5,1-OFF,YES
40,10,25,20,5,DCA,NO
40,10,25,20,5,DCA,YES
40,10,25,15,10,1-OFF,NO
40,10,25,15,10,1-OFF,YES
40,10,25,15,10,DCA,NO
40,10,25,15,10,DCA,YES
40,10,25,10,15,1-OFF,NO
40,10,25,10,15,1-OFF,YES
40,10,25,10,15,DCA,NO
40,10,25,10,15,DCA,YES
40,10,25,5,20,1-OFF,NO
40,10,25,5,20,1-OFF,YES
40,10,25,5,20,DCA,NO
40,10,25,5,20,DCA,YES
40,10,25,0,25,1-OFF,NO
40,10,25,0,25,1-OFF,YES
40,10,25,0,25,DCA,NO
40,10,25,0,25,DCA,YES
40,10,20,30,0,1-OFF,NO
40,10,20,30,0,1-OFF,YES
40,10,20,30,0,DCA,NO
40,10,20,30,0,DCA,YES
40,10,20,25,5,1-OFF,NO
40,10,20,25,5,1-OFF,YES
40,10,20,25,5,DCA,NO
40,10,20,25,5,DCA,YES
40,10,20,20,10,1-OFF,NO
40,10,20,20,10,1-OFF,YES
40,10,20,20,10,DCA,NO
40,10,20,20,10,DCA,YES
40,10,20,15,15,1-OFF,NO
40,10,20,15,15,1-OFF,YES
40,10,20,15,15,DCA,NO
40,10,20,15,15,DCA,YES
40,10,20,10,20,1-OFF,NO
40,10,20,10,20,1-OFF,YES
40,10,20,10,20,DCA,NO
40,10,20,10,20,DCA,YES
40,10,20,5,25,1-OFF,NO
40,10,20,5,25,1-OFF,YES
40,10,20,5,25,DCA,NO
40,10,20,5,25,DCA,YES
40,10,20,0,30,1-OFF,NO
40,10,20,0,30,1-OFF,YES
40,10,20,0,30,DCA,NO
40,10,20,0,30,DCA,YES
40,10,15,35,0,1-OFF,NO
40,10,15,35,0,1-OFF,YES
40,10,15,35,0,DCA,NO
40,10,15,35,0,DCA,YES
40,10,15,30,5,1-OFF,NO
40,10,15,30,5,1-OFF,YES
40,10,15,30,5,DCA,NO
40,10,15,30,5,DCA,YES
40,10,15,25,10,1-OFF,NO
40,10,15,25,10,1-OFF,YES
40,10,15,25,10,DCA,NO
40,10,15,25,10,DCA,YES
40,10,15,20,15,1-OFF,NO
40,10,15,20,15,1-OFF,YES
40,10,15,20,15,DCA,NO
40,10,15,20,15,DCA,YES
40,10,15,15,20,1-OFF,NO
40,10,15,15,20,1-OFF,YES
40,10,15,15,20,DCA,NO
40,10,15,15,20,DCA,YES
40,10,15,10,25,1-OFF,NO
40,10,15,10,25,1-OFF,YES
40,10,15,10,25,DCA,NO
40,10,15,10,25,DCA,YES
40,10,15,5,30,1-OFF,NO
40,10,15,5,30,1-OFF,YES
40,10,15,5,30,DCA,NO
40,10,15,5,30,DCA,YES
40,10,15,0,35,1-OFF,NO
40,10,15,0,35,1-OFF,YES
40,10,15,0,35,DCA,NO
40,10,15,0,35,DCA,YES
40,10,10,40,0,1-OFF,NO
